           1   -0.432849           0
           2   -0.417628   0.0152213
           3   -0.429622   0.0148686
           4   -0.431584   0.0106953
           5   -0.428486  0.00884469
           6    -0.43271  0.00836609
           7   -0.433052  0.00707891
           8   -0.434266  0.00624952
           9   -0.436766  0.00605216
          10   -0.427502   0.0107294
          11   -0.424489   0.0101622
          12   -0.427052  0.00962438
          13   -0.432456   0.0103721
          14   -0.435147  0.00997268
          15   -0.433424  0.00944267
          16   -0.434318  0.00887792
          17   -0.435915  0.00849093
          18   -0.435741  0.00800722
          19    -0.43578  0.00757417
          20   -0.434247  0.00734711
          21   -0.435611  0.00712029
          22   -0.434392  0.00689741
          23   -0.434988  0.00661757
          24   -0.434684  0.00634312
          25   -0.435653  0.00616071
          26   -0.435659  0.00591903
          27   -0.435695   0.0056957
          28    -0.43382  0.00580015
          29   -0.435822  0.00594385
          30   -0.433988  0.00602802
          31   -0.432082  0.00613394
          32   -0.428971  0.00670437
          33   -0.426513  0.00694746
          34      -0.428  0.00690215
          35   -0.427959  0.00670217
          36   -0.428897  0.00658051
          37   -0.429245  0.00640965
          38   -0.428779  0.00625613
          39   -0.428202   0.0061208
          40   -0.428851  0.00600101
          41   -0.428534  0.00586139
          42   -0.428722  0.00572323
          43   -0.429854  0.00570198
          44    -0.43058  0.00561804
          45   -0.430587  0.00549178
          46   -0.430849  0.00537744
          47   -0.431603  0.00531558
          48   -0.431216  0.00521803
          49   -0.432165  0.00519779
          50   -0.432808  0.00513318
          51    -0.43294  0.00503324
          52   -0.432562  0.00494989
          53   -0.432768  0.00485995
          54    -0.43255  0.00477408
          55   -0.433127  0.00472178
          56   -0.433503  0.00465191
          57   -0.433889  0.00458591
          58   -0.434871   0.0046119
          59   -0.434884  0.00453307
          60    -0.43575   0.0045404
          61   -0.435553  0.00446971
          62   -0.436001  0.00441981
          63   -0.435985  0.00434911
          64   -0.435923  0.00428108
          65   -0.435619  0.00422563
          66   -0.436015  0.00417987
          67   -0.436516  0.00414741
          68   -0.436134  0.00410379
          69   -0.436287  0.00404677
          70   -0.435009  0.00418816
          71   -0.435615  0.00417303
          72     -0.4351   0.0041468
          73   -0.434428  0.00414451
          74   -0.434086  0.00410234
          75   -0.434597   0.0040794
          76   -0.433959  0.00407566
          77   -0.434366  0.00404291
          78   -0.434429  0.00399124
          79   -0.434801  0.00395792
          80   -0.434176  0.00395779
          81    -0.43367  0.00394126
          82   -0.433322   0.0039084
          83   -0.433035  0.00387164
          84   -0.433148  0.00382692
          85   -0.433417  0.00379118
          86   -0.433706  0.00375797
          87   -0.431516  0.00431208
          88   -0.432212  0.00431925
          89   -0.431783  0.00429189
          90   -0.431703  0.00424469
          91   -0.432115   0.0042179
          92   -0.432495  0.00418911
          93   -0.431595  0.00424051
          94   -0.431759  0.00419836
          95   -0.431108   0.0042045
          96   -0.431075  0.00416061
          97   -0.430867  0.00412274
          98   -0.430859  0.00408046
          99     -0.4307  0.00404218
         100   -0.430271  0.00402442
