0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+03 6.071304691537873222e-01
1.000000000000000000e+04 4.019443067706836570e-01
1.500000000000000000e+04 2.806953133297969694e-01
2.000000000000000000e+04 2.029269328112364434e-01
2.500000000000000000e+04 1.489009963054725993e-01
3.000000000000000000e+04 1.101164439175926768e-01
3.500000000000000000e+04 8.145287720110808150e-02
4.000000000000000000e+04 6.317357458636958800e-02
4.500000000000000000e+04 4.906307364068310944e-02
5.000000000000000000e+04 3.747606397139406631e-02
5.500000000000000000e+04 2.889752464528095796e-02
6.000000000000000000e+04 2.130475837133562200e-02
6.500000000000000000e+04 1.753258456882589994e-02
7.000000000000000000e+04 1.446776952088226105e-02
7.500000000000000000e+04 1.136469672031340493e-02
8.000000000000000000e+04 8.177094263208232322e-03
8.500000000000000000e+04 6.422235543288301596e-03
9.000000000000000000e+04 5.924390477567451595e-03
9.500000000000000000e+04 5.288010904154039939e-03
1.000000000000000000e+05 4.224708748476467199e-03
1.050000000000000000e+05 4.242423062091705416e-03
1.100000000000000000e+05 3.483131967704940907e-03
1.150000000000000000e+05 1.150072012968673691e-03
1.200000000000000000e+05 1.657760654792558158e-03
1.250000000000000000e+05 1.034897185679560169e-03
1.300000000000000000e+05 2.904339420940654434e-03
1.350000000000000000e+05 4.350558494593902321e-03
1.400000000000000000e+05 5.215736362832355637e-03
1.450000000000000000e+05 6.548725589226854840e-03
1.500000000000000000e+05 5.320899187153973336e-03
1.550000000000000000e+05 4.132414782967667316e-03
1.600000000000000000e+05 2.753093080784394225e-03
1.650000000000000000e+05 3.036659572333671488e-03
1.700000000000000000e+05 1.244035516924659867e-03
1.750000000000000000e+05 1.849816417067306909e-03
1.800000000000000000e+05 1.368187934505144150e-03
1.850000000000000000e+05 1.044357983788233918e-03
1.900000000000000000e+05 -2.423178898348799654e-04
1.950000000000000000e+05 5.092327656183270705e-04
2.000000000000000000e+05 2.605800495928781461e-04
2.050000000000000000e+05 -1.543517589706688972e-03
2.100000000000000000e+05 -1.891981867944168838e-03
2.150000000000000000e+05 -1.954752540053376290e-03
2.200000000000000000e+05 -1.317944730587831048e-03
2.250000000000000000e+05 -3.087608293454997647e-03
2.300000000000000000e+05 -3.427177399235136271e-03
2.350000000000000000e+05 -2.472023916489392466e-03
2.400000000000000000e+05 -4.511834393218434099e-04
2.450000000000000000e+05 1.370130333465455121e-03
2.500000000000000000e+05 1.594074392521266153e-04
2.550000000000000000e+05 -2.354035563678194814e-03
2.600000000000000000e+05 -3.231206530456354545e-03
2.650000000000000000e+05 -4.225207866770637824e-03
2.700000000000000000e+05 -4.003452624748117181e-03
2.750000000000000000e+05 -2.205983846619318390e-03
2.800000000000000000e+05 -7.920915341472292443e-04
2.850000000000000000e+05 -7.129924863270676672e-04
2.900000000000000000e+05 1.730810214555984902e-03
2.950000000000000000e+05 4.195710850451944175e-03
3.000000000000000000e+05 3.598129434664931042e-03
3.050000000000000000e+05 3.912422957919500267e-03
3.100000000000000000e+05 3.442234479362304804e-03
3.150000000000000000e+05 3.790136058381482747e-03
3.200000000000000000e+05 1.854009451583384181e-03
3.250000000000000000e+05 7.784316607457310256e-04
3.300000000000000000e+05 -1.790089835183375933e-03
3.350000000000000000e+05 -1.792262612896670243e-03
3.400000000000000000e+05 -7.304201945026782489e-04
3.450000000000000000e+05 -3.632008168705175635e-04
3.500000000000000000e+05 1.628556686453527872e-06
3.550000000000000000e+05 5.140885491109153764e-05
3.600000000000000000e+05 8.829596239481113861e-04
3.650000000000000000e+05 1.513370227497445788e-03
3.700000000000000000e+05 2.595748935801328074e-03
3.750000000000000000e+05 9.546203788559007438e-04
3.800000000000000000e+05 -1.024086380183473414e-04
3.850000000000000000e+05 4.120228220206428589e-04
3.900000000000000000e+05 -3.534382791173689472e-04
3.950000000000000000e+05 -2.336335535303636635e-03
4.000000000000000000e+05 -4.663871367625192429e-03
4.050000000000000000e+05 -4.439800430618625650e-03
4.100000000000000000e+05 -3.729898006996923161e-03
4.150000000000000000e+05 -2.364283747268139738e-03
4.200000000000000000e+05 -1.858903868124570568e-03
4.250000000000000000e+05 -1.893923086137862515e-03
4.300000000000000000e+05 -1.373647079404194567e-03
4.350000000000000000e+05 -2.889704615867529167e-04
4.400000000000000000e+05 -8.885390519875357345e-04
4.450000000000000000e+05 2.857766771351249449e-04
4.500000000000000000e+05 2.009427375129148492e-03
4.550000000000000000e+05 3.584780866308743142e-03
4.600000000000000000e+05 6.360473541679058547e-03
4.650000000000000000e+05 5.462240195165202726e-03
4.700000000000000000e+05 5.286552310924758948e-03
4.750000000000000000e+05 4.201378782722522617e-03
4.800000000000000000e+05 3.959984359897417150e-03
4.850000000000000000e+05 3.330597423883344035e-03
4.900000000000000000e+05 2.613866886490917845e-03
4.950000000000000000e+05 2.651884044268478392e-03
