0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+03 8.297576317478705388e-01
1.000000000000000000e+04 7.075926067016143906e-01
1.500000000000000000e+04 6.172770561253917432e-01
2.000000000000000000e+04 5.481653226053806449e-01
2.500000000000000000e+04 4.932053763125343604e-01
3.000000000000000000e+04 4.498033654288206007e-01
3.500000000000000000e+04 4.142176705840896478e-01
4.000000000000000000e+04 3.860499006239296316e-01
4.500000000000000000e+04 3.618470793502026051e-01
5.000000000000000000e+04 3.413683086404236677e-01
5.500000000000000000e+04 3.229420494524298801e-01
6.000000000000000000e+04 3.063896981897263339e-01
6.500000000000000000e+04 2.919060149064826026e-01
7.000000000000000000e+04 2.777570541149621541e-01
7.500000000000000000e+04 2.651509366942458312e-01
8.000000000000000000e+04 2.549293606450837024e-01
8.500000000000000000e+04 2.453392490331749165e-01
9.000000000000000000e+04 2.362129686877409984e-01
9.500000000000000000e+04 2.276527152143891508e-01
1.000000000000000000e+05 2.210572059796656053e-01
1.050000000000000000e+05 2.142766232751734112e-01
1.100000000000000000e+05 2.077524986981433008e-01
1.150000000000000000e+05 2.013810522956064608e-01
1.200000000000000000e+05 1.955273529221303597e-01
1.250000000000000000e+05 1.914625012337366206e-01
1.300000000000000000e+05 1.866044010685920240e-01
1.350000000000000000e+05 1.819194211389553728e-01
1.400000000000000000e+05 1.769163671222287182e-01
1.450000000000000000e+05 1.733023897325785267e-01
1.500000000000000000e+05 1.699777450637137699e-01
1.550000000000000000e+05 1.664871139590771154e-01
1.600000000000000000e+05 1.629549005887822033e-01
1.650000000000000000e+05 1.591328008764471835e-01
1.700000000000000000e+05 1.558391074047804081e-01
1.750000000000000000e+05 1.529040325726712668e-01
1.800000000000000000e+05 1.490169791996935611e-01
1.850000000000000000e+05 1.456403321340102308e-01
1.900000000000000000e+05 1.425063779412379106e-01
1.950000000000000000e+05 1.399875223461664875e-01
2.000000000000000000e+05 1.381878937740921576e-01
2.050000000000000000e+05 1.357326285857036463e-01
2.100000000000000000e+05 1.331003591978398848e-01
2.150000000000000000e+05 1.302281828846237610e-01
2.200000000000000000e+05 1.277416272642450390e-01
2.250000000000000000e+05 1.259091531345860049e-01
2.300000000000000000e+05 1.244175054500185340e-01
2.350000000000000000e+05 1.229539101862526101e-01
2.400000000000000000e+05 1.207524680958445562e-01
2.450000000000000000e+05 1.188022183228091555e-01
2.500000000000000000e+05 1.157441944092875291e-01
2.550000000000000000e+05 1.131702508568493554e-01
2.600000000000000000e+05 1.109565249206841686e-01
2.650000000000000000e+05 1.083726804591979981e-01
2.700000000000000000e+05 1.059051123162199071e-01
2.750000000000000000e+05 1.039539514102924278e-01
2.800000000000000000e+05 1.021702120832467947e-01
2.850000000000000000e+05 1.006568177818065318e-01
2.900000000000000000e+05 9.914549894736272850e-02
2.950000000000000000e+05 9.811833360417265837e-02
3.000000000000000000e+05 9.739778009420882454e-02
3.050000000000000000e+05 9.620566665458472888e-02
3.100000000000000000e+05 9.412676077491460847e-02
3.150000000000000000e+05 9.204107722016892368e-02
3.200000000000000000e+05 9.101803355641692461e-02
3.250000000000000000e+05 8.827235177747380646e-02
3.300000000000000000e+05 8.579626633764861343e-02
3.350000000000000000e+05 8.367145270689471670e-02
3.400000000000000000e+05 8.301654945375905315e-02
3.450000000000000000e+05 8.298950575000095531e-02
3.500000000000000000e+05 8.205980224878629825e-02
3.550000000000000000e+05 8.145368093914764906e-02
3.600000000000000000e+05 7.953021247103164715e-02
3.650000000000000000e+05 7.949409486948579018e-02
3.700000000000000000e+05 7.883100027319746295e-02
3.750000000000000000e+05 7.770277440278154646e-02
3.800000000000000000e+05 7.658995388891365330e-02
3.850000000000000000e+05 7.558615478604539806e-02
3.900000000000000000e+05 7.442130360780147003e-02
3.950000000000000000e+05 7.350889075887638568e-02
4.000000000000000000e+05 7.343626440029475677e-02
4.050000000000000000e+05 7.366792802389830752e-02
4.100000000000000000e+05 7.325216933393613461e-02
4.150000000000000000e+05 7.233109421636016445e-02
4.200000000000000000e+05 7.166576771702942716e-02
4.250000000000000000e+05 7.019729763143058021e-02
4.300000000000000000e+05 6.904005886529290814e-02
4.350000000000000000e+05 6.755805145809956613e-02
4.400000000000000000e+05 6.665545122190293104e-02
4.450000000000000000e+05 6.618880768682694482e-02
4.500000000000000000e+05 6.496250426768680752e-02
4.550000000000000000e+05 6.499001561934636406e-02
4.600000000000000000e+05 6.349349668639431288e-02
4.650000000000000000e+05 6.206432611594907278e-02
4.700000000000000000e+05 6.164862024987523975e-02
4.750000000000000000e+05 6.090286617926401330e-02
4.800000000000000000e+05 6.081201210935069379e-02
4.850000000000000000e+05 6.080800612688201656e-02
4.900000000000000000e+05 6.049666186734279499e-02
4.950000000000000000e+05 5.957316601609106282e-02
